sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
明天 要 去 深圳,10,22,flight,schedule,"('flight', 'tvchannel')","('tvchannel', 'flight')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'map')","('flight', 'train')","('flight', 'tvchannel')","('map', 'tvchannel')","('tvchannel', 'flight')","('flight', 'tvchannel')"
一 份 啥子,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'flight')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'tvchannel')","('chat', 'datetime')","('chat', 'lottery')","('chat', 'datetime')"
抬头 望 明月,19,19,poetry,poetry,"('poetry', 'video')","('poetry', 'video')","('video', 'poetry')","('poetry', 'video')","('poetry', 'video')","('video', 'poetry')","('poetry', 'app')","('poetry', 'video')","('poetry', 'video')","('poetry', 'video')"
你 觉得 什么 游戏 好玩,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'website')","('chat', 'website')","('chat', 'app')","('chat', 'epg')","('chat', 'video')","('chat', 'website')","('chat', 'epg')","('chat', 'video')"
换 什么 呀,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'app')","('chat', 'tvchannel')","('chat', 'weather')","('chat', 'lottery')","('chat', 'app')"
潘 小龙 是 谁,3,3,chat,chat,"('chat', 'contacts')","('chat', 'telephone')","('chat', 'contacts')","('chat', 'telephone')","('chat', 'app')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'app')"
内马尔 的 比赛 什么 时候 有 啊 ， 能 帮 我 搜索 下 吗,14,14,match,match,"('match', 'health')","('match', 'chat')","('chat', 'match')","('match', 'riddle')","('match', 'cinemas')","('match', 'music')","('match', 'chat')","('match', 'chat')","('match', 'chat')","('chat', 'match')"
清明节 我 要 回家 ， 帮 我 看看 清明节 是 哪 天,7,7,datetime,datetime,"('datetime', 'poetry')","('datetime', 'map')","('datetime', 'message')","('datetime', 'schedule')","('datetime', 'map')","('chat', 'datetime')","('datetime', 'video')","('datetime', 'poetry')","('datetime', 'news')","('datetime', 'chat')"
推荐 首 歌,16,16,music,music,"('music', 'poetry')","('music', 'poetry')","('music', 'poetry')","('music', 'poetry')","('music', 'poetry')","('music', 'match')","('music', 'poetry')","('music', 'novel')","('music', 'video')","('music', 'poetry')"
大家 等于 三 吗,3,3,chat,chat,"('chat', 'calc')","('chat', 'datetime')","('chat', 'lottery')","('chat', 'datetime')","('chat', 'calc')","('chat', 'datetime')","('chat', 'tvchannel')","('chat', 'calc')","('chat', 'calc')","('chat', 'datetime')"
今年 德国队 在 哪 组 球队 里 啊 ， 能 告诉 我 妈,14,14,match,match,"('match', 'health')","('match', 'chat')","('match', 'chat')","('match', 'chat')","('match', 'epg')","('match', 'music')","('match', 'chat')","('match', 'epg')","('match', 'chat')","('match', 'chat')"
不 喜欢 韭菜 盒子,3,3,chat,chat,"('cookbook', 'chat')","('chat', 'cookbook')","('chat', 'cookbook')","('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
没 回答 正确,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'riddle')","('chat', 'translation')","('chat', 'translation')","('translation', 'chat')","('chat', 'translation')","('chat', 'translation')"
我 不 想 接 电话 ， 帮 我 把 它 挂断 吧,5,24,contacts,telephone,"('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'telephone')","('telephone', 'chat')","('contacts', 'telephone')","('contacts', 'telephone')","('telephone', 'contacts')","('contacts', 'riddle')","('chat', 'telephone')","('contacts', 'telephone')"
你 太 谦虚 了 不 想 回答 我 的 问题,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'video')","('chat', 'translation')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'cookbook')","('chat', 'riddle')","('chat', 'news')"
我 从未 敷 过 面膜,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'video')","('chat', 'video')","('chat', 'health')","('chat', 'schedule')","('chat', 'translation')","('chat', 'video')","('chat', 'video')","('chat', 'health')","('chat', 'video')"
我 只 想 吃 玉林 串串,6,3,cookbook,chat,"('cookbook', 'music')","('cookbook', 'music')","('cookbook', 'chat')","('cookbook', 'music')","('cookbook', 'map')","('cookbook', 'bus')","('cookbook', 'chat')","('cookbook', 'map')","('cookbook', 'music')","('cookbook', 'music')"
股票 580022 的 涨 的 多 吗 ， 涨 的 幅度 是 多少,23,23,stock,stock,"('stock', 'chat')","('stock', 'chat')","('stock', 'message')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')"
打开 提醒 列表 ， 我 要 看看 已 设 提醒,22,0,schedule,app,"('schedule', 'app')","('schedule', 'app')","('schedule', 'email')","('schedule', 'app')","('schedule', 'contacts')","('schedule', 'app')","('schedule', 'app')","('schedule', 'app')","('schedule', 'app')","('schedule', 'email')"
我 想 我 的,3,3,chat,chat,"('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
又 走叉 了,11,3,health,chat,"('health', 'app')","('telephone', 'health')","('riddle', 'chat')","('health', 'riddle')","('health', 'cookbook')","('telephone', 'chat')","('cookbook', 'app')","('riddle', 'cookbook')","('health', 'video')","('health', 'app')"
什么 叫 纵向 降生,3,3,chat,chat,"('chat', 'map')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'map')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'map')","('chat', 'epg')"
我 明天 早上 8点 有 课 ， 帮 我 设 个 闹钟,22,22,schedule,schedule,"('schedule', 'app')","('schedule', 'app')","('schedule', 'epg')","('schedule', 'match')","('schedule', 'flight')","('schedule', 'datetime')","('schedule', 'train')","('schedule', 'app')","('schedule', 'epg')","('schedule', 'chat')"
那个 是 工作 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'epg')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
可以 帮 我 买 两 张 后天 从 合肥 去 重庆 的 机票 吗,10,10,flight,flight,"('flight', 'chat')","('flight', 'chat')","('flight', 'chat')","('flight', 'train')","('flight', 'schedule')","('flight', 'chat')","('flight', 'chat')","('flight', 'tvchannel')","('flight', 'train')","('flight', 'calc')"
颈椎病 的 治疗 方法 是 什么 ， 是 采取 手术 吗,11,11,health,health,"('health', 'contacts')","('health', 'schedule')","('health', 'schedule')","('health', 'chat')","('health', 'schedule')","('health', 'message')","('health', 'map')","('health', 'video')","('health', 'schedule')","('health', 'schedule')"
我 很 闲 吧,3,3,chat,chat,"('chat', 'poetry')","('chat', 'video')","('chat', 'tvchannel')","('chat', 'poetry')","('chat', 'music')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'weather')","('chat', 'poetry')","('chat', 'poetry')"
QQ 版本 太 老 了 ， 更新 一下 吧,0,0,app,app,"('app', 'chat')","('app', 'chat')","('chat', 'app')","('app', 'chat')","('app', 'cinemas')","('chat', 'app')","('app', 'music')","('app', 'music')","('app', 'music')","('chat', 'app')"
我 没 说 吃 我 咪咪,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'music')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'music')","('chat', 'music')"
不好 我 想 自 已 多 自由 啊,3,3,chat,chat,"('chat', 'stock')","('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('music', 'chat')","('music', 'chat')"
怕 你 生气 了,3,3,chat,chat,"('chat', 'health')","('chat', 'music')","('chat', 'music')","('chat', 'riddle')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'weather')","('chat', 'weather')","('chat', 'music')","('chat', 'music')"
我 爱 你,3,3,chat,chat,"('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'music')"
怎么 不 是 呀,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'datetime')","('chat', 'weather')","('chat', 'cookbook')","('chat', 'map')","('chat', 'weather')"
你 说说 屑,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
去 日 苦 多,7,3,datetime,chat,"('datetime', 'chat')","('datetime', 'chat')","('datetime', 'epg')","('datetime', 'map')","('chat', 'datetime')","('datetime', 'map')","('chat', 'map')","('chat', 'datetime')","('datetime', 'tvchannel')","('datetime', 'chat')"
不 相识 怎么 聊天,3,3,chat,chat,"('chat', 'translation')","('chat', 'message')","('chat', 'music')","('chat', 'app')","('chat', 'map')","('chat', 'app')","('chat', 'datetime')","('chat', 'app')","('chat', 'translation')","('chat', 'app')"
你 发表 情 啊 ps 你 现在 在 干 嘛 呀,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'cookbook')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'weather')","('chat', 'video')","('chat', 'music')","('chat', 'video')"
关于 美国 军队 的 新闻 在 哪里,17,17,news,news,"('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'map')","('news', 'video')"
我 想 看 言情小说 ， 帮 我 找 下 顾漫 写 的 何以 笙箫默,18,18,novel,novel,"('novel', 'stock')","('novel', 'poetry')","('novel', 'riddle')","('novel', 'video')","('novel', 'poetry')","('novel', 'poetry')","('novel', 'match')","('novel', 'video')","('novel', 'poetry')","('novel', 'poetry')"
你 知道 茭白 炒肉 这 道 菜 么 ， 这 菜 咋 炒 出来 的,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'health')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'website')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'stock')"
哈工大 好 还是 国防 科大好,3,3,chat,chat,"('chat', 'map')","('chat', 'video')","('map', 'chat')","('chat', 'video')","('chat', 'map')","('chat', 'epg')","('chat', 'map')","('website', 'message')","('chat', 'map')","('chat', 'map')"
林 被 兰帕,30,3,website,chat,"('app', 'website')","('website', 'music')","('website', 'app')","('website', 'app')","('app', 'website')","('music', 'website')","('music', 'app')","('music', 'video')","('website', 'video')","('app', 'music')"
我 没 说 你 美 啊,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'cookbook')","('chat', 'music')","('chat', 'weather')","('chat', 'translation')","('chat', 'music')","('chat', 'music')"
可以 呀 你 说 呗,3,3,chat,chat,"('chat', 'radio')","('chat', 'video')","('chat', 'music')","('chat', 'riddle')","('chat', 'calc')","('chat', 'telephone')","('chat', 'weather')","('chat', 'riddle')","('chat', 'lottery')","('chat', 'music')"
想 出来 了 再 跟 我 说 吧,3,3,chat,chat,"('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'riddle')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'music')"
给 我 来 一 条 新闻 吧 ， 最好 是 娱乐 新闻,17,17,news,news,"('news', 'radio')","('news', 'chat')","('news', 'music')","('news', 'poetry')","('news', 'epg')","('news', 'novel')","('news', 'tvchannel')","('news', 'tvchannel')","('news', 'video')","('news', 'chat')"
我 想 和 你 做 朋友,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')"
义勇军 进行曲 是 谁 写 的,3,16,chat,music,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
你 好 机器人儿 你 现在 能 跟 我 说话 吗,3,3,chat,chat,"('chat', 'translation')","('chat', 'datetime')","('chat', 'flight')","('chat', 'riddle')","('chat', 'map')","('chat', 'epg')","('chat', 'weather')","('chat', 'weather')","('chat', 'map')","('chat', 'lottery')"
你 会 背诗 吗 ， 背 首 诗 给 我 听听,19,19,poetry,poetry,"('poetry', 'music')","('poetry', 'music')","('poetry', 'chat')","('poetry', 'music')","('poetry', 'music')","('poetry', 'chat')","('poetry', 'novel')","('poetry', 'translation')","('poetry', 'music')","('poetry', 'music')"
我 寂寞 没有 意思 想 哭,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
合肥 到 上海 的 动车 都 有 几 点 的 ？ 有 时刻表 吗,25,25,train,train,"('train', 'flight')","('train', 'epg')","('train', 'flight')","('train', 'bus')","('train', 'news')","('train', 'chat')","('chat', 'train')","('train', 'bus')","('train', 'flight')","('train', 'flight')"
你 是 外国人,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'translation')","('chat', 'video')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'video')"
明天 去 南京 玩 ， 有 没 有 到 那儿 的 汽车 啊,1,1,bus,bus,"('bus', 'cinemas')","('bus', 'lottery')","('bus', 'stock')","('bus', 'riddle')","('bus', 'map')","('bus', 'train')","('bus', 'epg')","('bus', 'train')","('bus', 'train')","('bus', 'map')"
我 要 睡 笨笨 晚安 么么 哒,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'email')","('chat', 'music')","('chat', 'schedule')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
从 上海 到 合肥 的 机票 ， 价格 是 多少 啊,10,10,flight,flight,"('flight', 'train')","('flight', 'stock')","('flight', 'stock')","('flight', 'train')","('flight', 'bus')","('flight', 'chat')","('flight', 'chat')","('flight', 'train')","('flight', 'train')","('flight', 'train')"
你 应用 了 强化 去 学习 吗,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'cookbook')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'map')","('chat', 'app')","('chat', 'app')","('chat', 'app')"
那 你 是 我 的 我 爸 还是 我 爸,3,3,chat,chat,"('chat', 'translation')","('chat', 'music')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'novel')","('chat', 'video')","('chat', 'telephone')","('chat', 'video')"
我 没 说 我 想 要,3,3,chat,chat,"('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'email')","('chat', 'map')","('chat', 'music')","('chat', 'video')","('chat', 'translation')","('chat', 'music')","('chat', 'music')"
帮 我 看看 我 明天 有 什么 日程 安排,22,22,schedule,schedule,"('schedule', 'epg')","('schedule', 'epg')","('schedule', 'epg')","('schedule', 'chat')","('schedule', 'chat')","('epg', 'schedule')","('chat', 'epg')","('epg', 'schedule')","('schedule', 'epg')","('schedule', 'chat')"
我 想 看 悬疑 小说 ， 给 我 推荐 一 部 吧,18,18,novel,novel,"('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'video')"
小 王子 是 谁,3,3,chat,chat,"('chat', 'health')","('chat', 'music')","('chat', 'music')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'novel')","('chat', 'epg')","('chat', 'epg')","('chat', 'music')"
谁 是 我,3,3,chat,chat,"('chat', 'map')","('chat', 'epg')","('chat', 'music')","('chat', 'riddle')","('chat', 'map')","('chat', 'datetime')","('chat', 'novel')","('chat', 'map')","('chat', 'map')","('chat', 'datetime')"
菩萨 保佑 保佑,3,3,chat,chat,"('chat', 'map')","('music', 'chat')","('lottery', 'chat')","('chat', 'cookbook')","('chat', 'lottery')","('chat', 'map')","('chat', 'lottery')","('map', 'chat')","('map', 'music')","('chat', 'email')"
你 喜欢 乒乓球 啊,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'video')","('chat', 'telephone')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
不 会 玩儿,3,3,chat,chat,"('chat', 'weather')","('chat', 'datetime')","('chat', 'music')","('chat', 'app')","('chat', 'map')","('chat', 'app')","('chat', 'weather')","('chat', 'weather')","('chat', 'app')","('chat', 'app')"
吐 抓狂 抓狂,11,3,health,chat,"('health', 'riddle')","('health', 'app')","('chat', 'health')","('health', 'email')","('health', 'email')","('health', 'translation')","('email', 'riddle')","('health', 'chat')","('health', 'website')","('health', 'app')"
我 孩子 吐奶,11,11,health,health,"('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'video')","('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'website')"
86 年 的 聊斋 ， 能 放 给 我 看 下 吗,9,28,epg,video,"('poetry', 'video')","('video', 'epg')","('video', 'epg')","('epg', 'video')","('epg', 'map')","('epg', 'chat')","('video', 'epg')","('epg', 'video')","('epg', 'music')","('calc', 'epg')"
是 逛 街 不 是 过 街,13,3,map,chat,"('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'chat')","('map', 'chat')"
我 好 喜欢 读 宋词 ， 能 给 我 推荐 一 首 吗,19,19,poetry,poetry,"('poetry', 'music')","('poetry', 'chat')","('poetry', 'chat')","('poetry', 'music')","('poetry', 'music')","('poetry', 'chat')","('poetry', 'chat')","('chat', 'poetry')","('poetry', 'music')","('poetry', 'chat')"
相对论 的 提出者 是 谁,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'calc')","('chat', 'novel')","('chat', 'riddle')","('chat', 'epg')","('chat', 'datetime')"
牛顿 是 谁,3,3,chat,chat,"('chat', 'translation')","('chat', 'map')","('chat', 'map')","('chat', 'riddle')","('chat', 'map')","('chat', 'datetime')","('chat', 'novel')","('chat', 'riddle')","('chat', 'map')","('chat', 'map')"
深圳 的 气候 挺 不错,29,3,weather,chat,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('chat', 'weather')","('weather', 'chat')","('weather', 'chat')","('chat', 'weather')","('weather', 'chat')","('weather', 'chat')","('chat', 'weather')"
我 要 看 行程 安排 表 ， 看看 最近 的 安排,22,22,schedule,schedule,"('schedule', 'poetry')","('schedule', 'video')","('schedule', 'video')","('schedule', 'match')","('schedule', 'video')","('schedule', 'video')","('video', 'schedule')","('schedule', 'video')","('video', 'schedule')","('video', 'schedule')"
推荐 一 首 周杰伦 的 歌,16,16,music,music,"('music', 'poetry')","('music', 'poetry')","('music', 'news')","('music', 'poetry')","('music', 'poetry')","('music', 'match')","('music', 'poetry')","('music', 'video')","('music', 'video')","('music', 'poetry')"
是 什么样 的,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'cookbook')","('chat', 'map')"
找 个 标准间,27,3,tvchannel,chat,"('tvchannel', 'video')","('tvchannel', 'chat')","('chat', 'tvchannel')","('riddle', 'tvchannel')","('riddle', 'chat')","('chat', 'riddle')","('tvchannel', 'chat')","('tvchannel', 'riddle')","('tvchannel', 'video')","('app', 'chat')"
我 是 你 妈 我 不 滚,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'novel')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'stock')"
我 好 高兴,3,3,chat,chat,"('chat', 'website')","('chat', 'website')","('chat', 'website')","('chat', 'website')","('chat', 'website')","('chat', 'app')","('chat', 'weather')","('chat', 'website')","('chat', 'website')","('chat', 'app')"
iloveyou ， 翻译 成 韩语 怎么 说,26,26,translation,translation,"('translation', 'poetry')","('translation', 'app')","('translation', 'email')","('translation', 'app')","('translation', 'match')","('translation', 'app')","('translation', 'poetry')","('translation', 'calc')","('translation', 'app')","('translation', 'weather')"
三 代 诗,19,3,poetry,chat,"('poetry', 'music')","('poetry', 'chat')","('poetry', 'telephone')","('poetry', 'chat')","('poetry', 'calc')","('poetry', 'telephone')","('poetry', 'chat')","('poetry', 'translation')","('poetry', 'telephone')","('poetry', 'chat')"
周杰伦 有 哪些 专辑,16,16,music,music,"('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('chat', 'music')","('music', 'chat')","('music', 'chat')","('chat', 'music')","('music', 'chat')"
不 在 黑龙江,13,3,map,chat,"('map', 'tvchannel')","('tvchannel', 'map')","('tvchannel', 'map')","('tvchannel', 'chat')","('map', 'tvchannel')","('map', 'tvchannel')","('chat', 'tvchannel')","('tvchannel', 'map')","('map', 'tvchannel')","('map', 'tvchannel')"
可以 帮 我 买 一 张 去 杭州 的 机票 吗 ， 要 明天 最 早 出发 的,10,10,flight,flight,"('chat', 'flight')","('flight', 'chat')","('flight', 'chat')","('flight', 'chat')","('flight', 'chat')","('flight', 'chat')","('chat', 'flight')","('flight', 'map')","('flight', 'train')","('flight', 'chat')"
今天 周一 开启 上班 第一 天,22,3,schedule,chat,"('schedule', 'datetime')","('schedule', 'epg')","('schedule', 'epg')","('datetime', 'schedule')","('schedule', 'datetime')","('schedule', 'datetime')","('schedule', 'epg')","('schedule', 'weather')","('app', 'schedule')","('schedule', 'epg')"
打开 日历 看 一下 ， 今天 是 星期三 吗,3,7,chat,datetime,"('chat', 'app')","('chat', 'epg')","('chat', 'epg')","('chat', 'schedule')","('chat', 'datetime')","('chat', 'epg')","('chat', 'website')","('epg', 'app')","('chat', 'website')","('chat', 'app')"
把 QQ 更新 到 最新 版本,0,0,app,app,"('app', 'contacts')","('app', 'flight')","('app', 'translation')","('app', 'website')","('app', 'cinemas')","('app', 'chat')","('app', 'music')","('app', 'video')","('app', 'music')","('app', 'video')"
你 已经 不错 了,3,3,chat,chat,"('chat', 'website')","('chat', 'video')","('chat', 'music')","('chat', 'website')","('chat', 'app')","('chat', 'app')","('chat', 'music')","('chat', 'website')","('chat', 'website')","('chat', 'music')"
去 哈工大 怎么 走,13,13,map,map,"('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'bus')","('map', 'chat')","('map', 'chat')"
康熙帝 的 名字 是 什么,3,3,chat,chat,"('chat', 'poetry')","('chat', 'contacts')","('chat', 'datetime')","('chat', 'poetry')","('chat', 'map')","('chat', 'contacts')","('chat', 'poetry')","('chat', 'datetime')","('chat', 'contacts')","('chat', 'poetry')"
巴西 和 智利 的 比赛 是 什么 时候 啊 ， 能 帮 我 搜索 下 吗,14,14,match,match,"('match', 'website')","('match', 'chat')","('chat', 'match')","('match', 'chat')","('match', 'chat')","('chat', 'match')","('chat', 'match')","('match', 'chat')","('match', 'chat')","('chat', 'match')"
明天 哈尔滨 的 酒店,10,13,flight,map,"('flight', 'weather')","('flight', 'weather')","('flight', 'weather')","('weather', 'flight')","('flight', 'map')","('flight', 'map')","('flight', 'weather')","('flight', 'map')","('flight', 'map')","('flight', 'map')"
登陆 中国 论文网 ， 查找 相关 的 论文 信息,8,30,email,website,"('message', 'website')","('email', 'map')","('novel', 'radio')","('website', 'map')","('message', 'health')","('email', 'message')","('website', 'message')","('email', 'website')","('website', 'app')","('email', 'novel')"
笨 到 一定 程度 就 是 傻 了,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'video')","('chat', 'map')","('chat', 'cookbook')","('chat', 'map')","('chat', 'map')","('chat', 'cookbook')","('chat', 'map')","('chat', 'cookbook')","('chat', 'datetime')"
我 没有 家 啊,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'epg')","('chat', 'app')","('chat', 'video')","('chat', 'video')","('chat', 'telephone')","('chat', 'video')"
差评 差评 差评,3,3,chat,chat,"('chat', 'email')","('chat', 'novel')","('chat', 'email')","('chat', 'video')","('email', 'chat')","('chat', 'video')","('chat', 'lottery')","('chat', 'video')","('chat', 'email')","('chat', 'email')"
你 有 小伙伴 吗,3,3,chat,chat,"('chat', 'video')","('chat', 'datetime')","('chat', 'cookbook')","('chat', 'map')","('chat', 'map')","('chat', 'datetime')","('chat', 'weather')","('chat', 'weather')","('chat', 'map')","('chat', 'video')"
我 觉得 自己 越来越 累,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'weather')","('chat', 'weather')","('chat', 'music')","('chat', 'music')"
我 想 看 爱情片 ， 就 前任 三 吧,28,28,video,video,"('video', 'music')","('video', 'cinemas')","('video', 'cinemas')","('video', 'novel')","('video', 'novel')","('video', 'music')","('video', 'novel')","('video', 'music')","('video', 'cinemas')","('video', 'chat')"
不 会 只 是 心情 不好,3,3,chat,chat,"('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')"
我 是 有,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'map')","('chat', 'music')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
都 不 留 两 个 朋友 然后 有 ps 不 是 老 折腾 我 了 好 远远 哦 我 以为 这 是 幸福 提醒 我 我 俩 的 事,3,3,chat,chat,"('chat', 'health')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'datetime')","('chat', 'music')","('train', 'chat')","('chat', 'map')","('chat', 'lottery')"
给 我 订 一 张 从 山东 到 北京 的 火车票,25,25,train,train,"('train', 'flight')","('train', 'epg')","('train', 'lottery')","('train', 'flight')","('train', 'bus')","('train', 'email')","('train', 'bus')","('train', 'cinemas')","('train', 'flight')","('train', 'flight')"
打开 日历 看 一下 ， 周三 是 多少 号,7,7,datetime,datetime,"('datetime', 'app')","('app', 'tvchannel')","('datetime', 'epg')","('datetime', 'schedule')","('datetime', 'epg')","('epg', 'datetime')","('app', 'epg')","('epg', 'datetime')","('datetime', 'epg')","('datetime', 'epg')"
我 要 死 了,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'health')","('chat', 'map')","('chat', 'app')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'news')"
