sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
问 你 怎么 知道 的,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'cookbook')","('chat', 'music')","('chat', 'health')"
你 很 煞笔,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'datetime')","('chat', 'email')","('chat', 'music')","('chat', 'music')"
水调 歌头 明月 几 时 有 ， 这 首 诗读 给 我 听听,19,19,poetry,poetry,"('poetry', 'music')","('poetry', 'chat')","('poetry', 'music')","('poetry', 'cookbook')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'bus')","('poetry', 'weather')","('poetry', 'music')"
明天 穿 不 穿 校服,3,3,chat,chat,"('chat', 'map')","('chat', 'schedule')","('chat', 'music')","('chat', 'schedule')","('chat', 'weather')","('chat', 'music')","('chat', 'datetime')","('chat', 'weather')","('chat', 'translation')","('chat', 'schedule')"
那 妹妹 想 我 下课 回来,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'schedule')","('chat', 'video')","('chat', 'message')","('chat', 'map')","('chat', 'telephone')","('chat', 'music')","('chat', 'schedule')"
没 下雪 呢 你 在 那 胡说 什么 呢,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'weather')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'news')","('chat', 'weather')","('chat', 'music')","('chat', 'weather')"
我 的 妈 太 过分 了,3,3,chat,chat,"('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'message')","('chat', 'map')","('chat', 'music')","('chat', 'news')","('chat', 'website')","('chat', 'music')","('chat', 'cookbook')"
替 我 看 下 手表 ， 现在 是 什么 时间,7,7,datetime,datetime,"('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'schedule')","('datetime', 'schedule')","('chat', 'datetime')","('datetime', 'schedule')","('datetime', 'chat')","('datetime', 'chat')"
httpsglobalepsmart2paycomWeChatLandingTemplatesLanding0aspxTRXID = 78bd9efd-3389-4cd7-8ac7-a17799d8a59a,0,30,app,website,"('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'tvchannel')"
一 加 一 等于 3,2,2,calc,calc,"('calc', 'riddle')","('calc', 'message')","('calc', 'app')","('calc', 'telephone')","('calc', 'lottery')","('calc', 'cookbook')","('calc', 'translation')","('calc', 'chat')","('calc', 'lottery')","('calc', 'flight')"
你 看 新闻 联播 吗,9,3,epg,chat,"('epg', 'news')","('epg', 'chat')","('epg', 'chat')","('chat', 'epg')","('epg', 'news')","('news', 'epg')","('epg', 'news')","('news', 'chat')","('epg', 'news')","('news', 'chat')"
你 会 打牌 啊 你 在 玩 什么 打牌,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'translation')","('chat', 'weather')","('chat', 'map')","('chat', 'riddle')","('chat', 'cookbook')","('chat', 'message')","('chat', 'translation')","('chat', 'cookbook')"
这 他妈 不 是 王维的 吗,3,3,chat,chat,"('chat', 'poetry')","('chat', 'news')","('chat', 'music')","('chat', 'message')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'news')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')"
打开 收音机 ， 我 想 听 安徽 交通 广播,20,20,radio,radio,"('radio', 'app')","('radio', 'epg')","('radio', 'epg')","('radio', 'tvchannel')","('radio', 'epg')","('radio', 'tvchannel')","('radio', 'tvchannel')","('radio', 'tvchannel')","('radio', 'map')","('radio', 'telephone')"
五月天 是 谁,3,3,chat,chat,"('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'train')","('chat', 'music')","('chat', 'music')","('chat', 'datetime')","('chat', 'music')","('chat', 'music')","('chat', 'map')"
我 后天 要 回 老家 ， 给 我 新建 一个 提醒,22,22,schedule,schedule,"('schedule', 'riddle')","('schedule', 'message')","('schedule', 'message')","('schedule', 'chat')","('schedule', 'message')","('schedule', 'epg')","('schedule', 'message')","('schedule', 'message')","('schedule', 'app')","('schedule', 'poetry')"
请 看看 你 的 屏幕,0,3,app,chat,"('app', 'website')","('chat', 'app')","('app', 'chat')","('app', 'chat')","('app', 'chat')","('app', 'chat')","('app', 'chat')","('app', 'chat')","('app', 'chat')","('app', 'chat')"
神经质 是 啥,3,3,chat,chat,"('chat', 'map')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')"
你 怎么 可以 这么 傻,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'music')","('chat', 'datetime')","('chat', 'news')","('chat', 'music')","('chat', 'cookbook')"
嗯 好 呆 萌,3,3,chat,chat,"('chat', 'video')","('chat', 'app')","('chat', 'music')","('chat', 'translation')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'riddle')","('chat', 'music')","('chat', 'health')"
可 有 从 合肥 到 北京 的 汽车票 啊,25,1,train,bus,"('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('bus', 'train')","('train', 'chat')","('train', 'bus')"
你 会 发 邮件 吗 ？ 帮 我 发送 一 封 邮件 吧,8,8,email,email,"('email', 'message')","('email', 'cookbook')","('email', 'app')","('email', 'news')","('email', 'chat')","('email', 'chat')","('email', 'message')","('email', 'app')","('email', 'message')","('email', 'chat')"
我 得 给 李建 打 个 电话 ， 我 有 事情 找 他,24,24,telephone,telephone,"('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'news')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'chat')"
你 干 嘛 呢,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'health')"
不 懂 你 说 的,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'translation')","('chat', 'music')","('chat', 'music')","('chat', 'epg')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'cookbook')"
来 个 笑话 ～,21,3,riddle,chat,"('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')","('chat', 'riddle')","('riddle', 'chat')","('riddle', 'chat')","('chat', 'riddle')","('chat', 'riddle')","('riddle', 'translation')","('riddle', 'chat')"
我 想 知道 哪 天 是 端午节 ， 帮 我 把 日历 打开 看看,7,7,datetime,datetime,"('datetime', 'schedule')","('train', 'datetime')","('datetime', 'schedule')","('datetime', 'weather')","('datetime', 'schedule')","('datetime', 'schedule')","('datetime', 'video')","('datetime', 'website')","('datetime', 'riddle')","('datetime', 'app')"
英语 老师 怎么 说,26,26,translation,translation,"('translation', 'riddle')","('translation', 'chat')","('translation', 'riddle')","('translation', 'email')","('translation', 'chat')","('translation', 'chat')","('translation', 'calc')","('translation', 'chat')","('translation', 'riddle')","('translation', 'datetime')"
我 告诉 你 笨蛋 笨蛋 说 你 可爱 简直 是 邵阳县 以前 你 还 叫 不 要 骂 人 的 现在 你 不 也 蛮 好 的 嘛,3,3,chat,chat,"('chat', 'map')","('chat', 'video')","('chat', 'weather')","('chat', 'schedule')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'health')","('chat', 'music')","('chat', 'datetime')"
你 智商 是 不 是 越来越 低 啦,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'health')","('chat', 'weather')","('chat', 'stock')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'translation')","('chat', 'health')"
你 多 大 了 呀 结果 没 呲牙,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'contacts')","('chat', 'health')","('chat', 'news')","('chat', 'health')","('chat', 'music')","('chat', 'health')"
上映 的 头号 玩家 什么 时候 有 票 啊 ， 帮 我 预定 两 张 吧,28,4,video,cinemas,"('video', 'epg')","('epg', 'video')","('video', 'epg')","('video', 'cinemas')","('epg', 'video')","('epg', 'video')","('video', 'epg')","('epg', 'cinemas')","('video', 'cinemas')","('epg', 'video')"
你 是 看 不 懂 图画 表情 吗,3,3,chat,chat,"('chat', 'riddle')","('chat', 'app')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'riddle')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'translation')","('chat', 'health')"
今天 深圳 天气 如何,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
你 错 了 你 还 说 你 能 看见 我,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'contacts')","('chat', 'music')","('chat', 'news')","('chat', 'weather')","('chat', 'music')","('chat', 'app')"
找 间 附近 的 酒店,3,13,chat,map,"('chat', 'map')","('chat', 'map')","('chat', 'novel')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('map', 'flight')","('map', 'chat')","('chat', 'schedule')","('map', 'chat')"
上课 嗨 你好,3,3,chat,chat,"('chat', 'website')","('chat', 'music')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'riddle')","('chat', 'music')","('chat', 'music')","('chat', 'telephone')","('chat', 'music')","('chat', 'website')"
有 哪些 信息 是 未 读 的 ， 帮 我 查看 下,3,15,chat,message,"('chat', 'email')","('chat', 'contacts')","('chat', 'epg')","('chat', 'schedule')","('chat', 'map')","('chat', 'schedule')","('chat', 'message')","('chat', 'email')","('chat', 'email')","('chat', 'calc')"
不 能 坚持 到 成功 开始 呈现 的 那 一刻 委屈,3,3,chat,chat,"('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'stock')","('chat', 'video')","('chat', 'music')","('chat', 'epg')","('chat', 'health')","('chat', 'music')","('chat', 'epg')"
问 你 呀,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'datetime')","('chat', 'telephone')","('chat', 'music')","('chat', 'riddle')"
哎 说 的 容易 做 的 特别 难,3,3,chat,chat,"('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'riddle')","('chat', 'music')","('chat', 'cookbook')"
我 想 发 邮件 ， 给 张三 的,8,8,email,email,"('email', 'message')","('email', 'cookbook')","('email', 'cookbook')","('email', 'message')","('email', 'message')","('email', 'message')","('email', 'message')","('email', 'message')","('email', 'message')","('email', 'message')"
我 想 订 哈尔滨 今天 的 如家 酒店,10,13,flight,map,"('flight', 'map')","('map', 'flight')","('flight', 'map')","('flight', 'map')","('map', 'flight')","('flight', 'video')","('map', 'flight')","('map', 'flight')","('flight', 'map')","('map', 'schedule')"
我 又 来 了,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'app')"
蔡 总是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'health')"
我 很 疼,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'telephone')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'music')","('chat', 'music')"
世界 上 最 可爱 的 小 仙女 是 谁 呀,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'music')","('chat', 'music')","('chat', 'epg')","('chat', 'music')","('chat', 'calc')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
有 哪些 短信 没有 回复 ， 你 帮 我 回复 下 吧,15,15,message,message,"('message', 'email')","('message', 'contacts')","('message', 'email')","('message', 'email')","('message', 'email')","('message', 'chat')","('message', 'email')","('message', 'email')","('message', 'email')","('message', 'chat')"
我 晚上 11点 就 要 睡觉 ， 到 时候 提醒 我 下,22,22,schedule,schedule,"('schedule', 'riddle')","('schedule', 'chat')","('schedule', 'chat')","('schedule', 'chat')","('schedule', 'chat')","('schedule', 'chat')","('schedule', 'cinemas')","('schedule', 'datetime')","('schedule', 'map')","('schedule', 'chat')"
我 要 充话费,24,3,telephone,chat,"('telephone', 'app')","('telephone', 'chat')","('app', 'telephone')","('app', 'telephone')","('telephone', 'app')","('app', 'video')","('telephone', 'contacts')","('telephone', 'app')","('app', 'telephone')","('app', 'chat')"
你 是 我 的 宠物,3,3,chat,chat,"('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'email')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'music')","('chat', 'music')"
陈奕迅 的 因为 爱情 ， 和 王菲合 唱版 的,16,16,music,music,"('music', 'chat')","('music', 'video')","('music', 'chat')","('music', 'chat')","('music', 'message')","('music', 'poetry')","('music', 'poetry')","('music', 'poetry')","('music', 'chat')","('music', 'video')"
黑 大 怎么 走,3,13,chat,map,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
笨笨 双十一 买 啥 啦,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'epg')","('chat', 'train')","('chat', 'epg')","('chat', 'music')","('chat', 'datetime')","('chat', 'weather')","('chat', 'music')","('chat', 'app')"
帮 我 订餐,3,0,chat,app,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')","('chat', 'email')","('chat', 'cookbook')","('chat', 'app')","('chat', 'app')","('chat', 'website')","('chat', 'cookbook')"
我 说 我 不 想 上班 想 去 玩 怎么办,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'weather')","('chat', 'weather')","('chat', 'tvchannel')","('chat', 'map')","('chat', 'map')","('chat', 'health')","('chat', 'music')","('chat', 'health')"
你 会 说 西班牙语 吗 ？ 用 西班牙语 说 亲爱 的,26,26,translation,translation,"('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'datetime')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')"
搜索 一个 app ， 叫 时光 相册,0,0,app,app,"('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'riddle')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'video')"
我 想 看 邮件 ， 你 帮 我 把 邮件 读 一下,8,8,email,email,"('email', 'cinemas')","('email', 'cookbook')","('email', 'app')","('email', 'news')","('email', 'chat')","('email', 'message')","('email', 'translation')","('email', 'app')","('email', 'chat')","('email', 'contacts')"
我 想 看 电视 了 ， 帮 我 切换 到 浙江 台,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'video')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'video')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')"
能 帮 我 查 下 从 上海 到 香港 的 航班 吗 ， 我 要 4月 5 号 的,10,10,flight,flight,"('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'contacts')","('flight', 'train')","('flight', 'train')","('flight', 'map')","('flight', 'news')","('flight', 'chat')","('flight', 'train')"
那 我 得 老衲 现在 总是 我 爱 忘事儿,3,3,chat,chat,"('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'news')","('chat', 'health')","('chat', 'music')","('chat', 'health')"
打开 百度 ， 3w 点 百度点 com,30,30,website,website,"('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'epg')"
给 我 放 首 英文 歌 ， 不 要 女 歌手 的,16,16,music,music,"('music', 'poetry')","('music', 'poetry')","('music', 'poetry')","('music', 'translation')","('music', 'poetry')","('music', 'poetry')","('music', 'translation')","('music', 'poetry')","('music', 'translation')","('music', 'translation')"
黄河 之 水 天上 来 下 一 句 ， 念 给 我 听听,19,19,poetry,poetry,"('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')","('poetry', 'music')"
雷霆 总 冠军,14,3,match,chat,"('match', 'app')","('match', 'tvchannel')","('match', 'chat')","('match', 'chat')","('match', 'tvchannel')","('match', 'epg')","('match', 'website')","('match', 'tvchannel')","('match', 'video')","('match', 'tvchannel')"
秦皇岛 到 青岛 的 高铁,25,25,train,train,"('train', 'map')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'map')","('train', 'bus')","('train', 'bus')","('train', 'map')","('train', 'map')","('train', 'flight')"
我 现在 的 位置 在 哪 ， 帮 我 定位,13,13,map,map,"('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'contacts')","('map', 'chat')","('map', 'chat')","('map', 'contacts')","('map', 'chat')","('map', 'chat')"
我 是 知青 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'datetime')","('chat', 'weather')","('chat', 'email')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'music')","('chat', 'weather')"
我 要 上 闲鱼 看 下 ， 帮 我 打开 主页,30,30,website,website,"('website', 'app')","('website', 'app')","('app', 'website')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')"
你 不 想 说 了,3,3,chat,chat,"('chat', 'map')","('chat', 'novel')","('chat', 'music')","('chat', 'translation')","('chat', 'contacts')","('chat', 'music')","('chat', 'datetime')","('chat', 'news')","('chat', 'music')","('chat', 'health')"
替 我 把 收件箱 打开 ， 我 要 查看 未 读 短信,15,15,message,message,"('message', 'email')","('email', 'message')","('email', 'message')","('email', 'message')","('email', 'message')","('message', 'email')","('message', 'email')","('email', 'message')","('message', 'email')","('message', 'email')"
我 要 打 个 电话 ， 号码 是 13245456969,5,24,contacts,telephone,"('contacts', 'telephone')","('contacts', 'telephone')","('telephone', 'contacts')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'telephone')","('telephone', 'contacts')","('contacts', 'telephone')"
不 和 你 玩 了 流泪,3,3,chat,chat,"('chat', 'music')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'music')","('chat', 'video')"
我 问 你 你 是 什么 动物,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'email')","('chat', 'music')","('chat', 'datetime')","('chat', 'health')","('chat', 'translation')","('chat', 'health')"
我 想 写 短信 ， 你 可以 帮 我 写 封 短信 吗,15,15,message,message,"('message', 'email')","('message', 'contacts')","('message', 'email')","('message', 'email')","('message', 'email')","('message', 'email')","('message', 'email')","('message', 'telephone')","('message', 'chat')","('message', 'email')"
你 能 告诉 我 距离 劳动节 还有 几 天 吗,7,7,datetime,datetime,"('chat', 'datetime')","('datetime', 'chat')","('chat', 'datetime')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')"
帮 我 看 下 机票 ， 从 合肥 到 杭州 的,10,10,flight,flight,"('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'map')","('flight', 'train')","('flight', 'bus')","('flight', 'map')","('flight', 'map')","('flight', 'map')","('flight', 'bus')"
我 想 吃 月饼 了 ， 还要 多久 才 到 中秋节,7,7,datetime,datetime,"('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'calc')","('chat', 'datetime')","('datetime', 'chat')","('datetime', 'cookbook')","('datetime', 'chat')"
你 怎么 这么 自信,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'weather')","('chat', 'translation')","('chat', 'health')"
无奈 的 含义,3,3,chat,chat,"('chat', 'translation')","('translation', 'chat')","('chat', 'translation')","('translation', 'chat')","('chat', 'translation')","('translation', 'poetry')","('translation', 'chat')","('chat', 'translation')","('chat', 'translation')","('translation', 'chat')"
这 句 话 是 谁 说 的,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'music')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'cookbook')"
那 你 能 为 我 做饭 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')"
帮 我 搜 一下 九 夜茴 写 了 多少 部 小说,18,18,novel,novel,"('novel', 'chat')","('novel', 'weather')","('novel', 'video')","('novel', 'video')","('novel', 'chat')","('novel', 'flight')","('novel', 'video')","('novel', 'email')","('novel', 'contacts')","('novel', 'music')"
一 块 一 条,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'app')","('website', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'cookbook')","('chat', 'video')","('chat', 'cookbook')"
你 觉得 周杰伦 怎么样,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'music')","('chat', 'music')","('chat', 'weather')","('chat', 'music')","('chat', 'health')"
你 经常 买 东西 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'weather')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'email')"
你 在 说 啥子 哟,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'cookbook')"
今天 好 开心,3,3,chat,chat,"('chat', 'music')","('chat', 'app')","('chat', 'music')","('chat', 'epg')","('chat', 'weather')","('chat', 'video')","('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')"
建 开 以往 升护 扒 说 加 振此远 么 进出 只 过 线 决爿 为 它 乙 此 此,3,3,chat,chat,"('video', 'website')","('match', 'train')","('telephone', 'video')","('app', 'map')","('chat', 'stock')","('telephone', 'music')","('music', 'video')","('chat', 'video')","('chat', 'tvchannel')","('epg', 'map')"
我 没有 这个 意思 啊,3,3,chat,chat,"('chat', 'map')","('chat', 'datetime')","('chat', 'music')","('chat', 'translation')","('chat', 'epg')","('chat', 'message')","('chat', 'cookbook')","('chat', 'map')","('chat', 'music')","('chat', 'app')"
我 都 还 没 起床 呢,3,3,chat,chat,"('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'website')","('chat', 'schedule')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'schedule')","('chat', 'schedule')"
45 除以 三 是 多少 ， 你 给 我 算算,2,2,calc,calc,"('calc', 'news')","('calc', 'message')","('calc', 'chat')","('calc', 'cookbook')","('calc', 'chat')","('calc', 'cookbook')","('calc', 'contacts')","('calc', 'chat')","('calc', 'poetry')","('calc', 'flight')"
恒大 地产 昨日 收盘 时 ， 它 的 收盘价 是 多少,23,23,stock,stock,"('stock', 'weather')","('stock', 'match')","('stock', 'riddle')","('stock', 'cinemas')","('stock', 'epg')","('stock', 'chat')","('stock', 'bus')","('stock', 'cookbook')","('stock', 'map')","('stock', 'website')"
早上 好 我们 都 问 过 了,3,3,chat,chat,"('chat', 'map')","('chat', 'schedule')","('chat', 'translation')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'epg')","('chat', 'telephone')","('chat', 'schedule')","('chat', 'datetime')"
mins 一 orz,3,3,chat,chat,"('chat', 'music')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('tvchannel', 'chat')","('chat', 'music')","('music', 'chat')","('tvchannel', 'telephone')","('tvchannel', 'chat')","('chat', 'app')"
治疗 静脉曲张 有 什么 好 办法 ， 帮 我 查 一下,11,11,health,health,"('health', 'stock')","('health', 'translation')","('health', 'chat')","('health', 'chat')","('health', 'poetry')","('health', 'map')","('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'chat')"
我 是 学习 呢 还是 睡觉 呢,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'translation')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'health')","('chat', 'translation')","('chat', 'music')"
曹植 的 七 步 诗 是 怎么 念 的 ， 能 念 给 我 听听 吗,19,19,poetry,poetry,"('poetry', 'chat')","('poetry', 'chat')","('poetry', 'music')","('poetry', 'cookbook')","('poetry', 'chat')","('poetry', 'chat')","('poetry', 'music')","('poetry', 'video')","('poetry', 'music')","('poetry', 'music')"
刚 买 了 榨汁机 ， 西瓜 汁 怎么 做 啊,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'contacts')","('cookbook', 'health')","('cookbook', 'flight')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'schedule')","('cookbook', 'chat')"
日啖 荔枝 三百 颗,6,19,cookbook,poetry,"('cookbook', 'poetry')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'poetry')","('cookbook', 'chat')","('cookbook', 'poetry')","('cookbook', 'poetry')","('cookbook', 'chat')","('cookbook', 'poetry')","('cookbook', 'chat')"
今天 多少 号,3,7,chat,datetime,"('chat', 'epg')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'epg')","('datetime', 'chat')","('chat', 'datetime')","('chat', 'datetime')","('epg', 'datetime')","('chat', 'datetime')"
适合 去 公园 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
你 了解 java 语言 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'novel')","('chat', 'translation')","('chat', 'translation')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'health')"
大江 东 去 浪 淘 尽 的 下 一 句 是 什么 呀,19,19,poetry,poetry,"('poetry', 'chat')","('poetry', 'chat')","('poetry', 'chat')","('poetry', 'translation')","('poetry', 'chat')","('poetry', 'translation')","('poetry', 'stock')","('poetry', 'map')","('poetry', 'chat')","('poetry', 'music')"
